employee_id,first_name,last_name,full_name,mail_id,gender,dob,employment_type,department_id,join_date,location_id
NLI-025,Bhavika,Dada,Bhavika Dada,bhavikadada@nineleaps.com,Male,2003-01-22,Intern,7,2016-06-07,1
NL-187,Upkaar,Tak,Upkaar Tak,upkaartak@nineleaps.com,Female,1990-08-22,Full-Time,11,2015-10-25,2
NL-188,Rohan,Loke,Rohan Loke,rohanloke@nineleaps.com,Male,1983-05-06,Full-Time,2,2020-03-17,2
NL-189,Anmol,Barad,Anmol Barad,anmolbarad@nineleaps.com,Male,1988-08-24,Full-Time,2,2024-02-11,2
NL-190,Hemangini,Aurora,Hemangini Aurora,hemanginiaurora@nineleaps.com,Female,1979-07-05,Full-Time,12,2015-06-19,1
NL-191,Qadim,Bhasin,Qadim Bhasin,qadimbhasin@nineleaps.com,Male,1982-12-22,Full-Time,7,2022-07-06,2
NL-192,Ridhi,Bumb,Ridhi Bumb,ridhibumb@nineleaps.com,Female,1976-03-15,Full-Time,11,2021-11-11,2
NL-193,Hema,Deo,Hema Deo,hemadeo@nineleaps.com,Male,1975-03-09,Full-Time,1,2024-11-23,1
NL-194,Arunima,Chaudhary,Arunima Chaudhary,arunimachaudhary@nineleaps.com,Female,1976-08-24,Full-Time,9,2020-05-03,1
NLI-026,Qasim,Morar,Qasim Morar,qasimmorar@nineleaps.com,Female,2004-07-21,Intern,1,2017-07-13,2
NL-195,Reyansh,Dave,Reyansh Dave,reyanshdave@nineleaps.com,Male,1979-11-15,Full-Time,6,2017-04-11,1
NLI-027,Yahvi,Raman,Yahvi Raman,yahviraman@nineleaps.com,Male,2002-02-10,Intern,10,2020-05-28,2
NLI-028,Garima,Rout,Garima Rout,garimarout@nineleaps.com,Female,2004-01-22,Intern,12,2017-02-19,2
NL-196,Chandani,Trivedi,Chandani Trivedi,chandanitrivedi@nineleaps.com,Male,2000-09-10,Full-Time,2,2022-09-06,1
NLI-029,Orinder,Bahl,Orinder Bahl,orinderbahl@nineleaps.com,Male,2003-10-12,Intern,1,2020-02-15,2
NLI-030,Karan,Goswami,Karan Goswami,karangoswami@nineleaps.com,Male,2003-09-27,Intern,8,2017-08-05,2
NL-197,Gaurang,Bhalla,Gaurang Bhalla,gaurangbhalla@nineleaps.com,Male,1990-02-20,Full-Time,3,2023-05-14,2
NL-198,Varenya,Barad,Varenya Barad,varenyabarad@nineleaps.com,Female,1999-02-21,Full-Time,10,2020-01-19,1
NL-199,Pallavi,Sinha,Pallavi Sinha,pallavisinha@nineleaps.com,Male,1998-08-07,Full-Time,12,2022-01-19,1
NL-200,Sai,Majumdar,Sai Majumdar,saimajumdar@nineleaps.com,Female,1975-08-23,Full-Time,4,2020-12-15,1
NL-201,Oeshi,Garde,Oeshi Garde,oeshigarde@nineleaps.com,Male,2002-07-11,Full-Time,10,2021-12-11,2
NL-202,Jagvi,Salvi,Jagvi Salvi,jagvisalvi@nineleaps.com,Female,1984-04-18,Full-Time,8,2018-02-11,2
NL-203,George,Rout,George Rout,georgerout@nineleaps.com,Male,1989-11-24,Full-Time,6,2017-04-28,2
NL-204,Shravya,Patel,Shravya Patel,shravyapatel@nineleaps.com,Female,1983-02-04,Full-Time,8,2014-02-16,2
NL-205,Max,Khurana,Max Khurana,maxkhurana@nineleaps.com,Male,1993-06-21,Full-Time,6,2015-01-25,1
NLI-031,Reva,Dewan,Reva Dewan,revadewan@nineleaps.com,Male,2003-12-07,Intern,4,2018-06-22,2
NL-206,Isaiah,Bahri,Isaiah Bahri,isaiahbahri@nineleaps.com,Female,1999-03-10,Full-Time,9,2014-04-03,2
NL-207,Chatresh,Babu,Chatresh Babu,chatreshbabu@nineleaps.com,Female,1991-03-13,Full-Time,6,2018-11-30,2
NL-208,Aradhana,Chada,Aradhana Chada,aradhanachada@nineleaps.com,Male,1999-04-04,Full-Time,12,2017-10-23,1
NL-209,Chaaya,Chaudhuri,Chaaya Chaudhuri,chaayachaudhuri@nineleaps.com,Female,1999-10-29,Full-Time,2,2016-08-27,1
NL-210,Nachiket,Sura,Nachiket Sura,nachiketsura@nineleaps.com,Female,1976-02-16,Full-Time,12,2020-08-23,1
NL-211,Charita,Singhal,Charita Singhal,charitasinghal@nineleaps.com,Female,1977-07-16,Full-Time,4,2023-10-13,1
NL-212,Tara,Tella,Tara Tella,taratella@nineleaps.com,Female,1977-06-01,Full-Time,8,2016-03-10,1
NL-213,Upkaar,Kar,Upkaar Kar,upkaarkar@nineleaps.com,Male,1987-05-26,Full-Time,4,2024-11-22,1
NL-214,Ojas,Shanker,Ojas Shanker,ojasshanker@nineleaps.com,Female,2001-08-04,Full-Time,1,2015-08-16,1
NL-215,Ladli,Oza,Ladli Oza,ladlioza@nineleaps.com,Male,1982-11-08,Full-Time,12,2021-06-14,1
NL-216,Yash,Padmanabhan,Yash Padmanabhan,yashpadmanabhan@nineleaps.com,Male,2000-03-31,Full-Time,11,2014-11-30,1
NL-217,Gaurangi,D’Alia,Gaurangi D’Alia,gaurangid’alia@nineleaps.com,Female,1986-05-26,Full-Time,8,2022-01-23,2
NL-218,Reyansh,Sawhney,Reyansh Sawhney,reyanshsawhney@nineleaps.com,Female,1987-10-06,Full-Time,4,2018-06-27,1
NL-219,Veer,Boase,Veer Boase,veerboase@nineleaps.com,Male,2003-03-28,Full-Time,1,2015-09-15,2
NL-220,Chanakya,Ranganathan,Chanakya Ranganathan,chanakyaranganathan@nineleaps.com,Female,1986-10-02,Full-Time,8,2014-09-21,2
NL-221,Tanvi,Naik,Tanvi Naik,tanvinaik@nineleaps.com,Female,1984-10-16,Full-Time,2,2021-07-08,2
NL-222,Bhavya,Parsa,Bhavya Parsa,bhavyaparsa@nineleaps.com,Female,1980-10-24,Full-Time,6,2017-06-10,2
NL-223,Garima,Ranganathan,Garima Ranganathan,garimaranganathan@nineleaps.com,Female,1996-02-02,Full-Time,3,2024-01-07,2
NL-224,Damyanti,Malhotra,Damyanti Malhotra,damyantimalhotra@nineleaps.com,Female,1984-01-26,Full-Time,7,2017-03-23,2
NL-225,Ansh,Randhawa,Ansh Randhawa,anshrandhawa@nineleaps.com,Male,1995-03-19,Full-Time,4,2014-05-08,2
NL-226,Krish,Nath,Krish Nath,krishnath@nineleaps.com,Male,1981-03-08,Full-Time,1,2017-01-22,2
NL-227,Garima,Shenoy,Garima Shenoy,garimashenoy@nineleaps.com,Male,1998-03-10,Full-Time,5,2016-09-22,1
NL-228,Ryan,Ravel,Ryan Ravel,ryanravel@nineleaps.com,Female,1996-04-10,Full-Time,5,2019-02-09,2
NL-229,Anay,Jaggi,Anay Jaggi,anayjaggi@nineleaps.com,Male,1993-05-01,Full-Time,11,2019-05-13,2
NL-230,Upma,Wable,Upma Wable,upmawable@nineleaps.com,Female,1985-06-30,Full-Time,10,2018-06-26,1
NL-231,Zayan,Walla,Zayan Walla,zayanwalla@nineleaps.com,Male,1994-05-13,Full-Time,3,2019-01-21,1
NL-232,Urvashi,Nadkarni,Urvashi Nadkarni,urvashinadkarni@nineleaps.com,Male,1993-11-16,Full-Time,6,2016-06-20,1
NL-233,Dalaja,Muni,Dalaja Muni,dalajamuni@nineleaps.com,Female,1977-06-30,Full-Time,1,2018-09-05,1
NL-234,Jackson,Tank,Jackson Tank,jacksontank@nineleaps.com,Female,1977-10-23,Full-Time,7,2014-02-27,2
NL-235,Panini,Chauhan,Panini Chauhan,paninichauhan@nineleaps.com,Female,1979-07-06,Full-Time,3,2017-12-18,2
NL-236,Krisha,Upadhyay,Krisha Upadhyay,krishaupadhyay@nineleaps.com,Male,1987-07-03,Full-Time,3,2016-02-25,1
NL-237,Noah,Kant,Noah Kant,noahkant@nineleaps.com,Male,2000-06-22,Full-Time,3,2024-07-11,1
NL-238,Anamika,Dalal,Anamika Dalal,anamikadalal@nineleaps.com,Female,2003-07-16,Full-Time,4,2024-06-05,2
NL-239,Darpan,Ray,Darpan Ray,darpanray@nineleaps.com,Male,1988-03-13,Full-Time,2,2022-06-30,1
NL-240,Vincent,Kata,Vincent Kata,vincentkata@nineleaps.com,Male,1982-02-20,Full-Time,9,2023-05-29,1
NL-241,Varsha,Raman,Varsha Raman,varsharaman@nineleaps.com,Female,2002-05-09,Full-Time,12,2014-05-20,1
NL-242,Lekha,Baria,Lekha Baria,lekhabaria@nineleaps.com,Female,1986-12-10,Full-Time,6,2024-03-17,2
NL-243,Balvan,Mannan,Balvan Mannan,balvanmannan@nineleaps.com,Male,1993-04-22,Full-Time,7,2018-08-02,1
NLI-032,Ishita,Walia,Ishita Walia,ishitawalia@nineleaps.com,Male,2001-08-15,Intern,10,2021-03-23,1
NL-244,Vyanjana,Swamy,Vyanjana Swamy,vyanjanaswamy@nineleaps.com,Female,1982-07-10,Full-Time,8,2022-11-22,1
NL-245,Baljiwan,Morar,Baljiwan Morar,baljiwanmorar@nineleaps.com,Female,1981-09-04,Full-Time,11,2017-04-26,1
NL-246,Bimala,Kale,Bimala Kale,bimalakale@nineleaps.com,Male,2000-06-27,Full-Time,10,2021-08-14,1
NL-247,Jason,Vohra,Jason Vohra,jasonvohra@nineleaps.com,Male,2002-11-15,Full-Time,12,2019-10-07,1
NL-248,Caleb,Om,Caleb Om,calebom@nineleaps.com,Male,1981-12-24,Full-Time,8,2019-10-28,2
NLI-033,Laksh,Sagar,Laksh Sagar,lakshsagar@nineleaps.com,Male,2003-04-18,Intern,8,2022-12-16,1
NLI-034,Patrick,Khanna,Patrick Khanna,patrickkhanna@nineleaps.com,Female,2001-08-08,Intern,12,2021-08-31,1
NL-249,Damyanti,Roy,Damyanti Roy,damyantiroy@nineleaps.com,Male,1988-07-10,Full-Time,2,2023-01-26,1
NL-250,Qarin,Manne,Qarin Manne,qarinmanne@nineleaps.com,Female,2000-01-02,Full-Time,10,2020-02-27,2
NL-251,Varenya,Desai,Varenya Desai,varenyadesai@nineleaps.com,Female,1981-09-11,Full-Time,7,2023-11-27,2
NL-252,Utkarsh,Sandhu,Utkarsh Sandhu,utkarshsandhu@nineleaps.com,Female,1986-11-11,Full-Time,4,2015-02-24,1
NL-253,Kashvi,Pathak,Kashvi Pathak,kashvipathak@nineleaps.com,Female,1992-02-13,Full-Time,3,2021-01-15,2
NL-254,Umang,Naik,Umang Naik,umangnaik@nineleaps.com,Female,1994-08-25,Full-Time,8,2014-08-20,2
NL-255,Eesha,Naik,Eesha Naik,eeshanaik@nineleaps.com,Female,1976-04-01,Full-Time,6,2023-11-25,1
NL-256,Ucchal,Pandya,Ucchal Pandya,ucchalpandya@nineleaps.com,Female,1999-07-23,Full-Time,7,2016-06-12,2
NL-257,Kavya,Master,Kavya Master,kavyamaster@nineleaps.com,Male,1998-05-15,Full-Time,9,2016-04-05,1
NL-258,Yamini,Pathak,Yamini Pathak,yaminipathak@nineleaps.com,Female,1988-09-07,Full-Time,4,2015-12-22,1
NL-259,Divya,Oak,Divya Oak,divyaoak@nineleaps.com,Female,1990-10-04,Full-Time,12,2021-05-21,2
NL-260,Kiaan,Hora,Kiaan Hora,kiaanhora@nineleaps.com,Male,1983-07-29,Full-Time,3,2016-12-04,2
NL-261,Deepa,Wali,Deepa Wali,deepawali@nineleaps.com,Female,1983-10-27,Full-Time,5,2018-12-20,2
NL-262,Chasmum,Sidhu,Chasmum Sidhu,chasmumsidhu@nineleaps.com,Male,1990-02-12,Full-Time,4,2021-05-14,1
NL-263,Elijah,Tandon,Elijah Tandon,elijahtandon@nineleaps.com,Male,1993-03-02,Full-Time,2,2020-09-30,2
NL-264,Vedant,Nadkarni,Vedant Nadkarni,vedantnadkarni@nineleaps.com,Female,1990-11-10,Full-Time,7,2023-10-29,1
NL-265,Leena,Gera,Leena Gera,leenagera@nineleaps.com,Female,1982-06-02,Full-Time,1,2019-11-20,2
NL-266,Madhavi,Mitra,Madhavi Mitra,madhavimitra@nineleaps.com,Female,1983-02-04,Full-Time,11,2017-10-14,2
NL-267,Dalaja,Prabhu,Dalaja Prabhu,dalajaprabhu@nineleaps.com,Female,1995-01-01,Full-Time,12,2016-12-15,1
NL-268,Pavani,Parekh,Pavani Parekh,pavaniparekh@nineleaps.com,Male,1984-12-08,Full-Time,7,2022-06-17,1
NLI-035,Wakeeta,Raval,Wakeeta Raval,wakeetaraval@nineleaps.com,Female,2002-06-12,Intern,6,2017-10-21,2
NL-269,Mohammed,Narang,Mohammed Narang,mohammednarang@nineleaps.com,Female,1991-06-04,Full-Time,7,2020-01-23,2
NL-270,Quincy,Balan,Quincy Balan,quincybalan@nineleaps.com,Male,1989-05-12,Full-Time,4,2021-03-06,1
NL-271,Warjas,Agrawal,Warjas Agrawal,warjasagrawal@nineleaps.com,Female,1990-09-13,Full-Time,10,2022-03-24,2
NL-272,Tanveer,Sibal,Tanveer Sibal,tanveersibal@nineleaps.com,Female,1990-11-21,Full-Time,4,2017-03-07,2
NL-273,Ekansh,Bhatia,Ekansh Bhatia,ekanshbhatia@nineleaps.com,Female,1984-07-06,Full-Time,2,2022-06-23,2
NL-274,Xalak,Sengupta,Xalak Sengupta,xalaksengupta@nineleaps.com,Male,1992-05-25,Full-Time,11,2020-05-19,2
NLI-036,Harsh,Tank,Harsh Tank,harshtank@nineleaps.com,Male,2000-12-26,Intern,5,2017-03-10,2
NLI-037,Faris,Tella,Faris Tella,faristella@nineleaps.com,Female,2002-11-10,Intern,7,2020-01-07,1
NL-275,Elijah,Samra,Elijah Samra,elijahsamra@nineleaps.com,Male,1980-09-05,Full-Time,1,2020-02-04,2
NL-276,Abha,Sridhar,Abha Sridhar,abhasridhar@nineleaps.com,Male,1990-09-29,Full-Time,8,2023-07-08,2
NL-277,Bhavika,Mutti,Bhavika Mutti,bhavikamutti@nineleaps.com,Female,2000-02-14,Full-Time,4,2023-09-13,2
NL-278,Ryan,Narang,Ryan Narang,ryannarang@nineleaps.com,Female,1995-07-09,Full-Time,7,2015-01-25,1
NL-279,Eiravati,Choudhry,Eiravati Choudhry,eiravatichoudhry@nineleaps.com,Female,1985-06-04,Full-Time,9,2021-04-04,2
NL-280,Anirudh,Tiwari,Anirudh Tiwari,anirudhtiwari@nineleaps.com,Male,1981-05-30,Full-Time,2,2021-06-27,1
NLI-038,Praneel,Ahuja,Praneel Ahuja,praneelahuja@nineleaps.com,Male,2002-06-17,Intern,3,2021-07-02,1
NL-281,Udant,Kakar,Udant Kakar,udantkakar@nineleaps.com,Female,1976-02-20,Full-Time,3,2014-03-28,1
NL-282,Chakradev,Ratti,Chakradev Ratti,chakradevratti@nineleaps.com,Male,1996-08-13,Full-Time,4,2015-02-18,2
NL-283,Yauvani,Shenoy,Yauvani Shenoy,yauvanishenoy@nineleaps.com,Female,1997-07-17,Full-Time,6,2018-07-25,2
NLI-039,Yatin,Chhabra,Yatin Chhabra,yatinchhabra@nineleaps.com,Female,2000-02-12,Intern,11,2019-11-17,2
NL-284,Varenya,Gole,Varenya Gole,varenyagole@nineleaps.com,Male,1983-10-01,Full-Time,10,2016-11-14,2
NL-285,Vanya,Yadav,Vanya Yadav,vanyayadav@nineleaps.com,Female,1985-04-15,Full-Time,2,2022-07-09,1
NL-286,Aachal,Kala,Aachal Kala,aachalkala@nineleaps.com,Female,2000-04-04,Full-Time,8,2023-09-21,2
NL-287,Sanya,Handa,Sanya Handa,sanyahanda@nineleaps.com,Female,1978-05-05,Full-Time,12,2017-01-02,1
NL-288,Oeshi,Grewal,Oeshi Grewal,oeshigrewal@nineleaps.com,Male,1997-10-16,Full-Time,1,2020-01-23,2
NL-289,Yash,Mistry,Yash Mistry,yashmistry@nineleaps.com,Male,1992-12-26,Full-Time,3,2021-08-15,2
NL-290,Varenya,Rege,Varenya Rege,varenyarege@nineleaps.com,Female,1992-11-28,Full-Time,9,2015-06-03,1
NL-291,Farhan,Varty,Farhan Varty,farhanvarty@nineleaps.com,Female,1981-05-01,Full-Time,1,2016-10-25,2
NL-292,Niharika,Chakraborty,Niharika Chakraborty,niharikachakraborty@nineleaps.com,Male,1991-04-20,Full-Time,5,2017-07-19,1
NL-293,Hema,Randhawa,Hema Randhawa,hemarandhawa@nineleaps.com,Male,1993-08-14,Full-Time,9,2017-12-07,1
NL-294,Chanchal,Chana,Chanchal Chana,chanchalchana@nineleaps.com,Female,2003-04-28,Full-Time,7,2022-09-19,2
NL-295,Chandran,Hans,Chandran Hans,chandranhans@nineleaps.com,Female,1991-04-09,Full-Time,7,2017-03-28,2
NLI-040,Ranbir,Pant,Ranbir Pant,ranbirpant@nineleaps.com,Female,2002-11-25,Intern,4,2024-03-07,2
NL-296,Jasmit,Dash,Jasmit Dash,jasmitdash@nineleaps.com,Male,1992-12-09,Full-Time,5,2021-04-02,1
NLI-041,Champak,Behl,Champak Behl,champakbehl@nineleaps.com,Female,2004-07-12,Intern,6,2017-03-03,1
NL-297,Odika,Ratta,Odika Ratta,odikaratta@nineleaps.com,Female,1991-02-25,Full-Time,8,2015-01-06,1
NL-298,Aarav,Dua,Aarav Dua,aaravdua@nineleaps.com,Male,1985-02-04,Full-Time,11,2016-05-11,1
NL-299,Ubika,Boase,Ubika Boase,ubikaboase@nineleaps.com,Male,1979-03-06,Full-Time,5,2019-04-22,2
NL-300,Simon,Sood,Simon Sood,simonsood@nineleaps.com,Female,1985-09-08,Full-Time,12,2018-07-09,1
NL-301,Jatin,Gokhale,Jatin Gokhale,jatingokhale@nineleaps.com,Male,1994-04-01,Full-Time,2,2014-02-03,1
NL-302,Victor,Sanghvi,Victor Sanghvi,victorsanghvi@nineleaps.com,Male,1985-07-22,Full-Time,10,2020-11-25,2
NL-303,Urishilla,Modi,Urishilla Modi,urishillamodi@nineleaps.com,Male,1979-05-18,Full-Time,8,2016-01-02,2
NLI-042,Imaran,Sundaram,Imaran Sundaram,imaransundaram@nineleaps.com,Female,2004-09-21,Intern,4,2014-03-02,1
NLI-043,Girik,Chawla,Girik Chawla,girikchawla@nineleaps.com,Female,2000-06-23,Intern,10,2014-06-27,1
NL-304,Sai,Mittal,Sai Mittal,saimittal@nineleaps.com,Male,2001-03-20,Full-Time,12,2022-10-30,1
NL-305,Udant,Barman,Udant Barman,udantbarman@nineleaps.com,Male,2003-05-20,Full-Time,10,2021-01-11,1
NL-306,Chaaya,Dasgupta,Chaaya Dasgupta,chaayadasgupta@nineleaps.com,Female,1983-04-11,Full-Time,1,2016-03-21,2
NL-307,Orinder,Bawa,Orinder Bawa,orinderbawa@nineleaps.com,Male,1979-02-24,Full-Time,1,2024-06-10,2
NL-308,Jagvi,Kari,Jagvi Kari,jagvikari@nineleaps.com,Male,1978-04-21,Full-Time,4,2015-01-02,1
NLI-044,Orinder,Divan,Orinder Divan,orinderdivan@nineleaps.com,Female,2003-07-29,Intern,8,2015-10-04,2
NL-309,Pranit,Bhagat,Pranit Bhagat,pranitbhagat@nineleaps.com,Male,1975-07-18,Full-Time,7,2014-08-25,2
NLI-045,Vansha,Shukla,Vansha Shukla,vanshashukla@nineleaps.com,Male,2003-05-15,Intern,10,2023-04-27,2
NL-310,Gagan,Chahal,Gagan Chahal,gaganchahal@nineleaps.com,Female,1988-07-31,Full-Time,4,2015-11-06,2
NL-311,Januja,Rau,Januja Rau,janujarau@nineleaps.com,Male,1996-10-20,Full-Time,10,2023-12-01,2
NL-312,Sai,Biswas,Sai Biswas,saibiswas@nineleaps.com,Female,1984-04-20,Full-Time,4,2014-07-11,1
NL-313,Chatresh,Pingle,Chatresh Pingle,chatreshpingle@nineleaps.com,Female,1980-05-05,Full-Time,10,2015-02-07,2
NL-314,Edhitha,Kamdar,Edhitha Kamdar,edhithakamdar@nineleaps.com,Female,1987-06-01,Full-Time,8,2014-02-23,2
NL-315,Yasti,Bumb,Yasti Bumb,yastibumb@nineleaps.com,Male,2002-02-15,Full-Time,10,2021-08-25,2
NLI-046,Chaaya,Mukherjee,Chaaya Mukherjee,chaayamukherjee@nineleaps.com,Female,2001-08-17,Intern,8,2016-04-15,2
NLI-047,Bishakha,Dhingra,Bishakha Dhingra,bishakhadhingra@nineleaps.com,Female,2003-03-10,Intern,3,2023-06-01,1
NL-316,Krishna,Karnik,Krishna Karnik,krishnakarnik@nineleaps.com,Male,1998-07-04,Full-Time,2,2015-01-16,2
NL-317,Aradhana,Sarma,Aradhana Sarma,aradhanasarma@nineleaps.com,Male,1990-06-08,Full-Time,10,2017-04-20,1
NL-318,Nitara,Chopra,Nitara Chopra,nitarachopra@nineleaps.com,Male,1976-09-17,Full-Time,5,2023-09-13,2
NL-319,Riya,Patel,Riya Patel,riyapatel@nineleaps.com,Female,1978-11-02,Full-Time,7,2014-02-21,2
NL-320,Ethan,Karpe,Ethan Karpe,ethankarpe@nineleaps.com,Female,1977-12-17,Full-Time,7,2020-07-28,1
NL-321,Daksh,Ranganathan,Daksh Ranganathan,dakshranganathan@nineleaps.com,Female,1982-11-16,Full-Time,6,2015-01-21,1
NLI-048,Upkaar,Chatterjee,Upkaar Chatterjee,upkaarchatterjee@nineleaps.com,Female,2001-02-04,Intern,8,2018-11-21,1
NL-322,Veda,Krishnamurthy,Veda Krishnamurthy,vedakrishnamurthy@nineleaps.com,Female,1980-10-30,Full-Time,3,2015-11-29,2
NL-323,Yamini,Deep,Yamini Deep,yaminideep@nineleaps.com,Female,1978-06-30,Full-Time,6,2022-04-26,1
NL-324,Aishani,Sem,Aishani Sem,aishanisem@nineleaps.com,Male,1995-09-28,Full-Time,5,2020-06-05,2
NL-325,Kai,Pandit,Kai Pandit,kaipandit@nineleaps.com,Male,1976-06-27,Full-Time,2,2020-12-28,2
NL-326,Advika,Bhardwaj,Advika Bhardwaj,advikabhardwaj@nineleaps.com,Male,2002-12-24,Full-Time,7,2021-06-29,1
NL-327,Chandani,Kanda,Chandani Kanda,chandanikanda@nineleaps.com,Female,2000-01-12,Full-Time,9,2022-12-22,1
NL-328,Pavani,Mall,Pavani Mall,pavanimall@nineleaps.com,Female,1995-05-22,Full-Time,10,2014-03-25,2
NL-329,Kala,Prashad,Kala Prashad,kalaprashad@nineleaps.com,Female,1979-01-18,Full-Time,12,2024-11-20,1
NL-330,Libni,Saini,Libni Saini,libnisaini@nineleaps.com,Female,1989-02-22,Full-Time,8,2020-04-08,1
NL-331,Harsh,Dhar,Harsh Dhar,harshdhar@nineleaps.com,Female,1990-07-18,Full-Time,5,2024-03-18,2
NL-332,Odika,Kapur,Odika Kapur,odikakapur@nineleaps.com,Male,2003-04-02,Full-Time,1,2014-02-09,1
NL-333,Ethan,Prakash,Ethan Prakash,ethanprakash@nineleaps.com,Female,2002-12-29,Full-Time,3,2021-01-25,1
NLI-049,Caleb,Sarin,Caleb Sarin,calebsarin@nineleaps.com,Male,2004-10-13,Intern,7,2021-04-20,2
NL-334,Zansi,Viswanathan,Zansi Viswanathan,zansiviswanathan@nineleaps.com,Female,1980-11-08,Full-Time,2,2023-04-16,1
NL-335,Liam,Yogi,Liam Yogi,liamyogi@nineleaps.com,Male,2000-03-07,Full-Time,3,2016-04-04,2
NL-336,Nandini,Luthra,Nandini Luthra,nandiniluthra@nineleaps.com,Male,1975-03-26,Full-Time,6,2021-10-09,2
NL-337,Gavin,Bora,Gavin Bora,gavinbora@nineleaps.com,Female,1977-11-18,Full-Time,1,2020-06-18,1
NL-338,Benjamin,Srinivasan,Benjamin Srinivasan,benjaminsrinivasan@nineleaps.com,Male,1985-03-12,Full-Time,7,2018-01-17,1
NL-339,Vincent,Sachar,Vincent Sachar,vincentsachar@nineleaps.com,Female,1994-11-23,Full-Time,3,2022-07-09,2
NL-340,Yadavi,Lata,Yadavi Lata,yadavilata@nineleaps.com,Female,1996-09-27,Full-Time,9,2023-01-26,1
NLI-050,Nitesh,Nigam,Nitesh Nigam,niteshnigam@nineleaps.com,Female,2001-11-10,Intern,9,2024-04-01,2
NL-341,Priya,Kala,Priya Kala,priyakala@nineleaps.com,Male,1994-03-28,Full-Time,11,2021-09-19,1
NL-342,Amol,Suri,Amol Suri,amolsuri@nineleaps.com,Female,2000-03-19,Full-Time,7,2016-05-10,2
NLI-051,Hiral,Setty,Hiral Setty,hiralsetty@nineleaps.com,Female,2002-09-20,Intern,3,2024-09-05,2
NL-343,Vinaya,Kumar,Vinaya Kumar,vinayakumar@nineleaps.com,Female,1981-08-08,Full-Time,9,2016-09-03,2
NL-344,Patrick,Warrior,Patrick Warrior,patrickwarrior@nineleaps.com,Female,1994-02-20,Full-Time,5,2020-10-10,2
NL-345,Tejas,Soman,Tejas Soman,tejassoman@nineleaps.com,Female,2003-01-07,Full-Time,9,2018-10-20,2
NLI-052,Wahab,Ramesh,Wahab Ramesh,wahabramesh@nineleaps.com,Female,2002-11-09,Intern,1,2020-08-12,2
NL-346,Triveni,Salvi,Triveni Salvi,trivenisalvi@nineleaps.com,Female,1981-12-07,Full-Time,1,2022-10-29,1
NL-347,Abdul,Rau,Abdul Rau,abdulrau@nineleaps.com,Female,1984-02-10,Full-Time,10,2016-04-19,1
NL-348,Gaurav,Bhat,Gaurav Bhat,gauravbhat@nineleaps.com,Male,1979-04-25,Full-Time,7,2019-06-01,1
NL-349,Matthew,Bhattacharyya,Matthew Bhattacharyya,matthewbhattacharyya@nineleaps.com,Male,1978-05-20,Full-Time,4,2014-10-21,2
NL-350,Radhika,Boase,Radhika Boase,radhikaboase@nineleaps.com,Female,1975-09-12,Full-Time,8,2023-05-27,2
NL-351,Samar,Nadkarni,Samar Nadkarni,samarnadkarni@nineleaps.com,Female,1983-05-30,Full-Time,4,2019-12-03,1
NL-352,Warinder,Setty,Warinder Setty,warindersetty@nineleaps.com,Female,2003-06-04,Full-Time,1,2022-11-22,1
NL-353,Ekta,Wali,Ekta Wali,ektawali@nineleaps.com,Female,1993-04-15,Full-Time,9,2020-01-21,2
NLI-053,Ranbir,Malhotra,Ranbir Malhotra,ranbirmalhotra@nineleaps.com,Female,2002-02-04,Intern,8,2020-12-28,1
NLI-054,Dev,Sachdev,Dev Sachdev,devsachdev@nineleaps.com,Male,2000-05-10,Intern,11,2014-02-11,2
NL-354,Krisha,Sarna,Krisha Sarna,krishasarna@nineleaps.com,Female,1999-05-08,Full-Time,7,2021-08-22,2
NL-355,Zilmil,Balasubramanian,Zilmil Balasubramanian,zilmilbalasubramanian@nineleaps.com,Female,2002-12-28,Full-Time,8,2020-11-10,2
NL-356,Anusha,Lad,Anusha Lad,anushalad@nineleaps.com,Female,1993-05-02,Full-Time,4,2017-06-20,1
NL-357,Chavvi,Chad,Chavvi Chad,chavvichad@nineleaps.com,Female,1975-09-08,Full-Time,4,2020-08-09,1
NLI-055,Robert,Krishnamurthy,Robert Krishnamurthy,robertkrishnamurthy@nineleaps.com,Female,2000-11-14,Intern,9,2019-01-01,2
NL-358,Ekta,Sarin,Ekta Sarin,ektasarin@nineleaps.com,Male,1975-04-14,Full-Time,6,2021-09-08,2
NLI-056,Ojas,Badal,Ojas Badal,ojasbadal@nineleaps.com,Male,2003-07-26,Intern,7,2022-09-12,2
NL-359,Falan,Vora,Falan Vora,falanvora@nineleaps.com,Male,1998-08-26,Full-Time,6,2021-08-10,2
NL-360,Amaira,Sankaran,Amaira Sankaran,amairasankaran@nineleaps.com,Male,2003-07-10,Full-Time,3,2019-09-10,2
NL-361,Ekta,Agate,Ekta Agate,ektaagate@nineleaps.com,Male,2000-03-04,Full-Time,10,2014-10-24,1
NLI-057,Manbir,Srinivasan,Manbir Srinivasan,manbirsrinivasan@nineleaps.com,Female,2004-05-05,Intern,9,2021-10-10,2
NL-362,Tamanna,Palla,Tamanna Palla,tamannapalla@nineleaps.com,Female,2000-08-24,Full-Time,1,2024-12-29,1
NL-363,Nisha,Kala,Nisha Kala,nishakala@nineleaps.com,Male,1975-07-11,Full-Time,5,2024-09-08,1
NLI-058,Chanchal,Varkey,Chanchal Varkey,chanchalvarkey@nineleaps.com,Male,2004-04-20,Intern,3,2015-04-04,2
